AN_BASE,ID_TIPO_PRODUCAO,ID_SUBTIPO_PRODUCAO,QT_ANO_EGRESSO_M,QT_ANO_EGRESSO_F,QT_ANO_EGRESSO_D,CD_PROGRAMA_IES,NM_PROGRAMA_IES,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,ID_ADD_PRODUCAO_INTELECTUAL,NR_ORDEM,ID_PESSOA_DISCENTE,ID_PESSOA_DOCENTE,ID_PARTICIPANTE_PPG_IES,ID_PESSOA_PART_EXTERNO,ID_PESSOA_POS_DOC,ID_PESSOA_EGRESSO,NM_AUTOR,TP_AUTOR,NM_TP_CATEGORIA_DOCENTE,NM_NIVEL_DISCENTE,NM_ABNT_AUTOR,CD_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,ID_NATUREZA_ATUACAO,NM_NATUREZA_ATUACAO,ID_PAIS,NM_PAIS,IN_GLOSA
2019,2,8,2,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640782,1,2369750,,,,,,AZAEL DE MELO E SOUSA,DISCENTE,,DOUTORADO,"SOUSA, A. M. E.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640782,3,,,2033582,537297,,,ERICSON BAGATIN,PARTICIPANTE EXTERNO,,,"BAGATIN, E.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640782,4,,,2540313,520988,,,GUSTAVO DE SOUZA PORTES MEIRELLES,PARTICIPANTE EXTERNO,,,"MEIRELLES, GUSTAVO SOUZA PORTES",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640782,2,,8112,,,,,ALEXANDRE XAVIER FALCAO,DOCENTE,PERMANENTE,,"FALCĂO, A. X.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640783,1,3048069,,,,,,EVA MAIA MALTA,DISCENTE,,MESTRADO,"MALTA, E. M.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640783,2,,,2247777,96078,,,CHARLES BOULHOSA RODAMILANS,PARTICIPANTE EXTERNO,,,"RADAMILANS, C. B.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640783,3,,423464,,,,,SANDRA ELIZA FONTES DE AVILA,DOCENTE,PERMANENTE,,"AVILA, SANDRA",,,,,,,0
2019,2,8,,,12,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640783,4,,439330,,,,,EDSON BORIN,DOCENTE,PERMANENTE,,"BORIN, E.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640787,2,873856,,,,,,JOAHANNES BRUNO DIAS DA COSTA,DISCENTE,,DOUTORADO,"COSTA, J. B. D.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640787,3,,,,,620617,,GERALDO PEREIRA ROCHA FILHO,PÓS-DOC,,,"ROCHA FILHO, G. P.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640787,1,2638644,,,,,,LUCAS BORGES RONDON,DISCENTE,,MESTRADO,"RONDON, L. B.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640787,4,,314441,,,,,LEANDRO APARECIDO VILLAS,DOCENTE,PERMANENTE,,"VILLAS, L. A.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640788,6,,,,,,,"EL-KHATIB, KHALIL",-,,,"EL-KHATIB, KHALIL",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,40,CANADÁ,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640788,1,,,,,,,"LOBO, FELIPE LEITE",-,,,"LOBO, FELIPE LEITE",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,31,BRASIL,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640788,2,,,,,,,"GRAEL, DANILO CARVALHO",-,,,"GRAEL, DANILO CARVALHO",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,40,CANADÁ,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640788,3,,,1174909,397656,,,HORACIO ANTONIO BRAGA FERNANDES DE OLIVEIRA,PARTICIPANTE EXTERNO,,,"OLIVEIRA, H. A. B. F.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640788,4,,314441,,,,,LEANDRO APARECIDO VILLAS,DOCENTE,PERMANENTE,,"VILLAS, L. A.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640788,5,,,,,,,"ALMEHMADI, ABDULAZIZ",-,,,"ALMEHMADI, ABDULAZIZ",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,11,ARÁBIA SAUDITA,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640791,2,,10996,,,,,MARIA CECILIA CALANI BARANAUSKAS,DOCENTE,PERMANENTE,,"BARANAUSKAS, M. CECÍLIA C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640791,1,3588168,,,,,,RAFAEL EIKI MATHEUS IMAMURA,DISCENTE,,BACHARELADO,"IMAMURA, R. E. M.",,,,,,,0
2019,2,8,,,15,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640792,3,,44875,,,,,RICARDO DA SILVA TORRES,DOCENTE,PERMANENTE,,"TORRES, R. DA S.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640792,2,,522454,,,,,ZANONI DIAS,DOCENTE,PERMANENTE,,"DIAS, Z.",,,,,,,0
2019,2,8,3,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640792,1,1175255,,,,,,JAVIER ALVARO VARGAS MUNOZ,DISCENTE,,DOUTORADO,"MUNOZ, J. A. V.",,,,,,,0
2019,2,8,0,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640793,1,1083430,,,,,,ANA PAULA DOS SANTOS DANTAS,DISCENTE,,DOUTORADO,"DANTAS, A. P. S.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640793,2,,18814,,,,,CID CARVALHO DE SOUZA,DOCENTE,PERMANENTE,,"SOUZA, C. C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640793,3,,522454,,,,,ZANONI DIAS,DOCENTE,PERMANENTE,,"DIAS, Z.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640794,6,,,,,,,DIEGO DUJOVNE,-,,,"DUJOVNE, D.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,43,CHILE,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640794,1,,,,,,,SANDRA ROBLES,-,,,"ROBLES, S.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,65,ESPANHA,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640794,2,,,,,,,JONATHAN GÓMEZ,-,,,"GOMEZ, J.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,43,CHILE,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640794,5,,,,,,,NELSON PADILLA,-,,,"PADILLA, N.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,43,CHILE,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640794,4,,,,,,,JENNY GONZÁLEZ,-,,,"GONZALEZ, J.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,43,CHILE,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640794,3,,2678315,,,,,GERBERTH ADIN RAMIREZ RIVERA,DOCENTE,PERMANENTE,,"RIVERA, G. A. R.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640795,3,,,1158680,15620,,,MARTIN TYGEL,PARTICIPANTE EXTERNO,,,"TYGEL, M.",,,,,,,0
2019,2,8,,,12,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640795,4,,439330,,,,,EDSON BORIN,DOCENTE,PERMANENTE,,"BORIN, E.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640795,2,,,1732322,205785,,,TIAGO ANTONIO ALVES COIMBRA,PARTICIPANTE EXTERNO,,,"COIMBRA, T. A. A.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640795,1,3138258,,,,,,NICHOLAS TORRES OKITA,DISCENTE,,BACHARELADO,"OKITA, N. T.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640796,1,,,2509255,43539,,,FABIO MENEGHETTI UGULINO DE ARAUJO,PARTICIPANTE EXTERNO,,,"ARAÚJO, F. M. U.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640796,3,,,287255,535327,,,EDUARDO COELHO CERQUEIRA,PARTICIPANTE EXTERNO,,,"CERQUEIRA, E. C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640796,4,,314441,,,,,LEANDRO APARECIDO VILLAS,DOCENTE,PERMANENTE,,"VILLAS, L. A.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640796,2,,,2066194,436499,,,DENIS LIMA DO ROSARIO,PARTICIPANTE EXTERNO,,,"ROSÁRIO, D.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640799,6,,,2565666,532822,,,JOAO LUIZ DIHL COMBA,PARTICIPANTE EXTERNO,,,"COMBA, J. L. D.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640799,3,,,1506922,1432289,,,ALEXANDRU CRISTIAN TELEA,PARTICIPANTE EXTERNO,,,ALEXANDRU C. TELEA,,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640799,4,,,2660576,471887,,,BRUNO CASTRO DA SILVA,PARTICIPANTE EXTERNO,,,"SILVA, B. C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640799,2,,8112,,,,,ALEXANDRE XAVIER FALCAO,DOCENTE,PERMANENTE,,"FALCĂO, A. X.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640799,5,,,2660577,3322863,,,JIM TŘRRESEN,PARTICIPANTE EXTERNO,,,"TŘRRESEN, J.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640799,1,,,,,,,"GARCIA, RAFAEL",-,,,"GARCIA, RAFAEL",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,65,ESPANHA,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640800,2,,125805,,,,,ESTHER LUNA COLOMBINI,DOCENTE,PERMANENTE,,"COLOMBINI, E. L.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640800,1,,,2253657,3327980,,,GABRIEL PREVIATO DE ANDRADE,PARTICIPANTE EXTERNO,,,"ANDRADE, G. P.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640801,2,,,,,,629640,LUIS AUGUSTO MARTINS PEREIRA,EGRESSO,,,"PEREIRA, L. A. M.",,,,,,,0
2019,2,8,13,,10,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640801,3,,143851,,,,,ANDERSON DE REZENDE ROCHA,DOCENTE,PERMANENTE,,"ROCHA, A. R.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640801,1,454673,,,,,,ANTONIO CARLOS THEOPHILO COSTA JUNIOR,DISCENTE,,DOUTORADO,"JUNIOR, A. C. T. C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640802,5,,20334,,,,,NELSON LUIS SALDANHA DA FONSECA,DOCENTE,PERMANENTE,,"FONSECA, N. L. S.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640802,3,,,,,,118172,JULIANA DE SANTI,EGRESSO,,,"SANTI, J.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640802,1,,,,,,,MADSON R. ARAUJO,-,,,"ARAUJO, M. R.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,31,BRASIL,0
2019,2,8,,,10,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640802,4,,,285919,474354,,,GUSTAVO BITTENCOURT FIGUEIREDO,PARTICIPANTE EXTERNO,,,"FIGUEIREDO, G. B.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640802,2,,,1199345,162677,,,BRUNO RODRIGUES SILVA,PARTICIPANTE EXTERNO,,,"SILVA, B. R.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640803,2,,336844,,,,,RAFAEL CRIVELLARI SALIBA SCHOUERY,DOCENTE,PERMANENTE,,"SCHOUERY, R. C. S.",,,,,,,0
2019,2,8,9,,5,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640803,3,,407807,,,,,LEHILTON LELIS CHAVES PEDROSA,DOCENTE,PERMANENTE,,"PEDROSA, L. L. C.",,,,,,,0
2019,2,8,0,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640803,1,2665510,,,,,,MAURO ROBERTO COSTA DA SILVA,DISCENTE,,MESTRADO,"SILVA, M. R. C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640804,1,,,,,,,CAROLINE APARECIDA DE PAULA SILVA,-,,,"SILVA, C. A. P.",10300007,CIĘNCIA DA COMPUTAÇĂO,1,PROFESSOR/PESQUISADOR EM INSTITUIÇĂO DE ENSINO/PESQUISA PÚBLICA/GOVERNAMENTAL,31,BRASIL,0
2019,2,8,,,10,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640804,2,,,2109360,257986,,,CANDIDA NUNES DA SILVA,PARTICIPANTE EXTERNO,,,"SILVA,C. N.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640804,3,,526866,,,,,ORLANDO LEE,DOCENTE,PERMANENTE,,"LEE, O.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640805,6,,17279,,,,,RICARDO DAHAB,DOCENTE,PERMANENTE,,"DAHAB, R.",,,,,,,0
2019,2,8,1,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640805,3,548500,,,,,,HAYATO FUJII,DISCENTE,,DOUTORADO,"FUJII, H.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640805,4,,,,,,80922,FELIX CARVALHO RODRIGUES,EGRESSO,,,"RODRIGUES, F. C.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640805,1,3331397,,,,,,ANA CLARA ZOPPI SERPA,DISCENTE,,BACHARELADO,"SERPA, A. C. Z.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640805,5,,528937,,,,,JULIO CESAR LOPEZ HERNANDEZ,DOCENTE,PERMANENTE,,"LOPEZ, JULIO",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640805,2,,,2269710,342160,,,GIULIANO SIDER,PARTICIPANTE EXTERNO,,,"SIDER, G.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640807,4,,,285947,234311,,,CLARISSA LIN YASUDA,PARTICIPANTE EXTERNO,,,"LIN YASUDA, CLARISSA",,,,,,,0
2019,2,8,13,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640807,2,,,285904,302109,,,GUILHERME CESAR SOARES RUPPERT,PARTICIPANTE EXTERNO,,,"RUPPERT, G. C. S.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640807,3,,,2555302,448754,,,FABIANO REIS,PARTICIPANTE EXTERNO,,,"REIS, F.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640807,5,,8112,,,,,ALEXANDRE XAVIER FALCAO,DOCENTE,PERMANENTE,,"FALCĂO, A. X.",,,,,,,0
2019,2,8,4,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640807,1,806471,,,,,,SAMUEL BOTTER MARTINS,DISCENTE,,DOUTORADO,"MARTINS, S. B.",,,,,,,0
2019,2,8,,,,33003017005P8,CIĘNCIA DA COMPUTAÇĂO,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,25640809,5,,314441,,,,,LEANDRO APARECIDO VILLAS,DOCENTE,PERMANENTE,,"VILLAS, L. A.",,,,,,,0
