AN_BASE,ID_TIPO_PRODUCAO,ID_SUBTIPO_PRODUCAO,QT_ANO_EGRESSO_M,QT_ANO_EGRESSO_F,QT_ANO_EGRESSO_D,CD_PROGRAMA_IES,NM_PROGRAMA_IES,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,ID_ADD_PRODUCAO_INTELECTUAL,NR_ORDEM,ID_PESSOA_DISCENTE,ID_PESSOA_DOCENTE,ID_PARTICIPANTE_PPG_IES,ID_PESSOA_PART_EXTERNO,ID_PESSOA_POS_DOC,ID_PESSOA_EGRESSO,NM_AUTOR,TP_AUTOR,NM_TP_CATEGORIA_DOCENTE,NM_NIVEL_DISCENTE,NM_ABNT_AUTOR,CD_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,ID_NATUREZA_ATUACAO,NM_NATUREZA_ATUACAO,ID_PAIS,NM_PAIS,IN_GLOSA
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735544,1,,74164,,,,,GABRIEL DE OLIVEIRA RAMOS,DOCENTE,PERMANENTE,,"RAMOS, G. O.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735544,2,,,2840292,3654433,,,ROXANA RADULESCU,PARTICIPANTE EXTERNO,,,"RADULESCU, R.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735544,3,,,2840280,3654427,,,ANN NOWÉ,PARTICIPANTE EXTERNO,,,"NOWÉ, A.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,4,,,419782,40604,,,MARCIO ROSA DA SILVA,PARTICIPANTE EXTERNO,,,"DA SILVA, M. R.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,3,,8533,,,,,JORGE LUIS VICTORIA BARBOSA,DOCENTE,PERMANENTE,,"BARBOSA, JORGE",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,2,613369,,,,,,GILSON AUGUSTO HELFER,DISCENTE,,DOUTORADO,"HELFER, G. A.",,,,,,,0
2019,2,8,10,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,5,,,419427,428706,,,RODRIGO MARQUES DE FIGUEIREDO,PARTICIPANTE EXTERNO,,,"FIGUEIREDO, R. M.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,1,1256705,,,,,,BRUNO GUILHERME MARTINI,DISCENTE,,MESTRADO,"MARTINI, B. G.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,6,,,2656247,2010925,,,REGINA CELIA ESPINOSA MODOLO,PARTICIPANTE EXTERNO,,,"MODOLO, R. C. E.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735545,7,,,419383,530480,,,ADENAUER CORREA YAMIM,PARTICIPANTE EXTERNO,,,"YAMIM, A. C.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735546,1,,,,,,1135471,WILLIAM HART OLIVEIRA,EGRESSO,,,"OLIVEIRA, W. H.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735546,2,,371769,,,,,SANDRO JOSE RIGO,DOCENTE,PERMANENTE,,"RIGO, SANDRO JOSE",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735546,3,,,,,,1275521,ALLAN DE BARCELOS SILVA,EGRESSO,,,"SILVA, A. B.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735548,2,,,,,,1436117,ANDRE FILIPE ALOISE,EGRESSO,,,"ALOISE, A. F.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735548,1,,,,,,1437285,JOAO LUIZ CAVALCANTE FERREIRA,EGRESSO,,,"FERREIRA, J. L. C.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735548,6,,139598,,,,,KLEINNER SILVA FARIAS DE OLIVEIRA,DOCENTE,PERMANENTE,,"FARIAS, K.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735548,4,,8533,,,,,JORGE LUIS VICTORIA BARBOSA,DOCENTE,PERMANENTE,,"BARBOSA, JORGE",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735548,5,,371769,,,,,SANDRO JOSE RIGO,DOCENTE,PERMANENTE,,"RIGO, SANDRO JOSE",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735548,3,3331635,,,,,,VITOR KEHL MATTER,DISCENTE,,BACHARELADO,"MATTER, V. K.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735549,1,613369,,,,,,GILSON AUGUSTO HELFER,DISCENTE,,DOUTORADO,"HELFER, G. A.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735549,2,,8533,,,,,JORGE LUIS VICTORIA BARBOSA,DOCENTE,PERMANENTE,,"BARBOSA, JORGE",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735549,3,,,2650088,535099,,,ADILSON BEN DA COSTA,PARTICIPANTE EXTERNO,,,"COSTA, A. B.",,,,,,,0
2019,2,8,,,,42007011006P5,COMPUTAÇĂO APLICADA,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,25735549,5,,,2650087,533871,,,RONALDO DOS SANTOS MELLO,PARTICIPANTE EXTERNO,,,"MELLO, R. S.",,,,,,,0
